Country,EdLevel,YearsCodePro,Salary
United States of America,Master’s degree,31.0,220000.0
France,Master’s degree,6.0,96666.0
Turkey,Bachelor’s degree,2.0,15457.0
Spain,Master’s degree,12.0,91295.0
Netherlands,Bachelor’s degree,10.0,96666.0
India,Bachelor’s degree,7.0,20386.0
Italy,Master’s degree,12.0,32222.0
Portugal,Bachelor’s degree,9.0,53703.0
Germany,Less than a Bachelor’s degree,10.0,75184.0
United States of America,Master’s degree,32.0,165000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,50955.0
Netherlands,Less than a Bachelor’s degree,15.0,47259.0
Portugal,Bachelor’s degree,26.0,45111.0
Ukraine,Master’s degree,2.0,28000.0
Ukraine,Bachelor’s degree,6.0,64444.0
France,Master’s degree,5.0,41888.0
Russian Federation,Bachelor’s degree,6.0,53782.0
Norway,Master’s degree,6.0,87508.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,44586.0
United States of America,Less than a Bachelor’s degree,14.0,110000.0
France,Master’s degree,10.0,65518.0
Netherlands,Bachelor’s degree,7.0,104184.0
Sweden,Master’s degree,20.0,71538.0
Germany,Bachelor’s degree,24.0,64444.0
Russian Federation,Master’s degree,21.0,13445.0
Ukraine,Bachelor’s degree,8.0,65000.0
France,Post grad,23.0,67666.0
Switzerland,Master’s degree,9.0,133700.0
Germany,Less than a Bachelor’s degree,4.0,75184.0
Italy,Post grad,7.0,48333.0
Netherlands,Bachelor’s degree,3.0,40814.0
Ukraine,Master’s degree,4.0,34557.0
Austria,Less than a Bachelor’s degree,4.0,65518.0
Japan,Post grad,6.0,127288.0
France,Master’s degree,7.0,59073.0
Netherlands,Master’s degree,1.0,55628.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,13.0,242037.0
United States of America,Bachelor’s degree,10.0,250000.0
Sweden,Bachelor’s degree,8.0,95384.0
Switzerland,Post grad,12.0,111417.0
Germany,Bachelor’s degree,17.0,93443.0
Ireland,Bachelor’s degree,7.0,64444.0
Ukraine,Master’s degree,6.0,36000.0
Germany,Less than a Bachelor’s degree,7.0,51555.0
United States of America,Bachelor’s degree,10.0,120000.0
France,Master’s degree,3.0,47259.0
Germany,Bachelor’s degree,12.0,79910.0
Germany,Bachelor’s degree,4.0,45111.0
Spain,Master’s degree,7.0,32222.0
Spain,Less than a Bachelor’s degree,3.0,42962.0
Germany,Less than a Bachelor’s degree,2.0,45111.0
Italy,Less than a Bachelor’s degree,15.0,37592.0
Brazil,Master’s degree,25.0,22378.0
United States of America,Bachelor’s degree,26.0,230000.0
India,Bachelor’s degree,4.0,41872.0
Austria,Bachelor’s degree,5.0,66592.0
United States of America,Less than a Bachelor’s degree,4.0,120000.0
Bangladesh,Bachelor’s degree,6.0,12000.0
France,Master’s degree,4.0,62296.0
United States of America,Bachelor’s degree,26.0,122062.0
United States of America,Master’s degree,30.0,125000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,63694.0
United States of America,Bachelor’s degree,14.0,150000.0
Australia,Master’s degree,3.0,52853.0
Switzerland,Bachelor’s degree,10.0,155984.0
Greece,Master’s degree,5.0,45111.0
United States of America,Bachelor’s degree,2.0,140000.0
Germany,Master’s degree,17.0,85925.0
Germany,Bachelor’s degree,0.5,42962.0
France,Master’s degree,4.0,40814.0
Sweden,Master’s degree,18.0,66769.0
India,Bachelor’s degree,4.0,17945.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,45.0,63694.0
United States of America,Bachelor’s degree,13.0,144000.0
France,Master’s degree,2.0,48333.0
France,Master’s degree,2.0,42962.0
Ukraine,Post grad,27.0,24684.0
Germany,Master’s degree,5.0,85925.0
United States of America,Master’s degree,1.0,140000.0
United States of America,Bachelor’s degree,1.0,75000.0
Ireland,Bachelor’s degree,3.0,75184.0
Canada,Less than a Bachelor’s degree,8.0,66151.0
Norway,Master’s degree,6.0,84232.0
Canada,Less than a Bachelor’s degree,3.0,47250.0
Hungary,Bachelor’s degree,2.0,40763.0
Ukraine,Master’s degree,3.0,19333.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,28.0,77707.0
France,Master’s degree,4.0,48333.0
Denmark,Master’s degree,5.0,86401.0
Spain,Bachelor’s degree,5.0,36518.0
Germany,Less than a Bachelor’s degree,20.0,53703.0
United States of America,Post grad,17.0,180000.0
United States of America,Bachelor’s degree,13.0,85000.0
Spain,Bachelor’s degree,4.0,30074.0
Germany,Post grad,8.0,91295.0
Hungary,Master’s degree,18.0,76091.0
Ukraine,Master’s degree,4.0,48578.0
France,Master’s degree,5.0,61222.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,85350.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,39490.0
India,Bachelor’s degree,2.0,10408.0
Austria,Master’s degree,15.0,75184.0
France,Bachelor’s degree,5.0,41888.0
South Africa,Less than a Bachelor’s degree,7.0,13452.0
United States of America,Bachelor’s degree,27.0,200000.0
Canada,Less than a Bachelor’s degree,13.0,218079.0
Bangladesh,Less than a Bachelor’s degree,5.0,13597.0
United States of America,Master’s degree,4.0,140000.0
France,Master’s degree,0.5,47259.0
France,Master’s degree,10.0,53703.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,26.0,76433.0
France,Master’s degree,5.0,51555.0
Austria,Bachelor’s degree,3.0,48333.0
United States of America,Less than a Bachelor’s degree,3.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,30.0,127388.0
Israel,Less than a Bachelor’s degree,7.0,142477.0
France,Master’s degree,11.0,75184.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,12.0,96815.0
United States of America,Bachelor’s degree,20.0,165000.0
Ukraine,Master’s degree,5.0,29621.0
Australia,Less than a Bachelor’s degree,23.0,105706.0
Germany,Master’s degree,17.0,75184.0
Canada,Bachelor’s degree,10.0,96682.0
Brazil,Master’s degree,20.0,46622.0
Austria,Master’s degree,10.0,64444.0
Sweden,Master’s degree,9.0,34338.0
France,Master’s degree,2.0,46722.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,63694.0
France,Master’s degree,1.0,41888.0
Ukraine,Master’s degree,8.0,74052.0
United States of America,Less than a Bachelor’s degree,10.0,150000.0
United States of America,Master’s degree,7.0,99000.0
Ukraine,Master’s degree,13.0,72000.0
Switzerland,Bachelor’s degree,3.0,111417.0
United States of America,Less than a Bachelor’s degree,7.0,130000.0
Israel,Less than a Bachelor’s degree,5.0,107937.0
Sweden,Bachelor’s degree,7.0,95384.0
Poland,Less than a Bachelor’s degree,2.0,41574.0
United States of America,Master’s degree,14.0,100000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,152865.0
United States of America,Bachelor’s degree,18.0,90000.0
United States of America,Bachelor’s degree,6.0,60000.0
Ukraine,Master’s degree,5.0,41469.0
India,Bachelor’s degree,11.0,43068.0
United States of America,Bachelor’s degree,10.0,125000.0
Czech Republic,Less than a Bachelor’s degree,6.0,65152.0
Germany,Master’s degree,2.0,75184.0
Germany,Master’s degree,11.0,48333.0
Sweden,Post grad,20.0,68677.0
Spain,Master’s degree,2.0,47259.0
Poland,Less than a Bachelor’s degree,3.0,18560.0
Sweden,Less than a Bachelor’s degree,15.0,51542.0
Ukraine,Master’s degree,5.0,24684.0
United States of America,Bachelor’s degree,6.0,110000.0
United States of America,Bachelor’s degree,4.0,82500.0
United States of America,Bachelor’s degree,9.0,135000.0
United States of America,Bachelor’s degree,30.0,225000.0
Switzerland,Less than a Bachelor’s degree,3.0,17827.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,5.0,36306.0
Ukraine,Master’s degree,17.0,118483.0
Canada,Bachelor’s degree,0.5,38556.0
Ukraine,Bachelor’s degree,4.0,21327.0
Hungary,Master’s degree,24.0,70656.0
United States of America,Master’s degree,14.0,110000.0
Romania,Master’s degree,19.0,55851.0
Germany,Post grad,21.0,59073.0
Belgium,Bachelor’s degree,2.0,42962.0
United States of America,Bachelor’s degree,3.0,109000.0
United Kingdom of Great Britain and Northern Ireland,Post grad,10.0,76433.0
Italy,Bachelor’s degree,20.0,53703.0
United States of America,Master’s degree,21.0,200000.0
United States of America,Bachelor’s degree,5.0,100107.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,73567.0
Ukraine,Master’s degree,7.0,76000.0
Finland,Less than a Bachelor’s degree,6.0,69814.0
United States of America,Master’s degree,10.0,200000.0
Italy,Master’s degree,11.0,77332.0
Ireland,Less than a Bachelor’s degree,10.0,73036.0
Ireland,Bachelor’s degree,11.0,107406.0
Poland,Master’s degree,5.0,64885.0
Ukraine,Master’s degree,6.0,67000.0
Ireland,Master’s degree,2.0,73036.0
Switzerland,Bachelor’s degree,13.0,111417.0
Israel,Post grad,2.0,90667.0
Germany,Master’s degree,17.0,107406.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,23.0,85350.0
Denmark,Bachelor’s degree,7.0,90721.0
Ukraine,Bachelor’s degree,5.0,55200.0
United States of America,Bachelor’s degree,5.0,120000.0
United States of America,Bachelor’s degree,2.0,96000.0
France,Less than a Bachelor’s degree,0.5,12889.0
United States of America,Bachelor’s degree,0.5,75000.0
United States of America,Less than a Bachelor’s degree,8.0,90000.0
Italy,Less than a Bachelor’s degree,25.0,75184.0
United States of America,Less than a Bachelor’s degree,6.0,140000.0
United States of America,Bachelor’s degree,2.0,120000.0
United States of America,Less than a Bachelor’s degree,2.0,24000.0
United States of America,Less than a Bachelor’s degree,38.0,110000.0
Canada,Bachelor’s degree,4.0,58154.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,29.0,81528.0
United States of America,Less than a Bachelor’s degree,15.0,120000.0
Canada,Master’s degree,5.0,101770.0
France,Master’s degree,5.0,53703.0
United States of America,Master’s degree,4.0,140000.0
Netherlands,Master’s degree,10.0,95592.0
Ukraine,Master’s degree,10.0,100000.0
Germany,Master’s degree,15.0,128887.0
United States of America,Less than a Bachelor’s degree,5.0,120000.0
Canada,Bachelor’s degree,7.0,61789.0
Brazil,Bachelor’s degree,4.0,13875.0
United States of America,Bachelor’s degree,8.0,160000.0
Finland,Master’s degree,30.0,69814.0
United Kingdom of Great Britain and Northern Ireland,Post grad,11.0,133757.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,40.0,147770.0
France,Less than a Bachelor’s degree,5.0,32222.0
Ireland,Master’s degree,4.0,64444.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,76433.0
Ireland,Bachelor’s degree,10.0,48333.0
Ukraine,Less than a Bachelor’s degree,0.5,12342.0
Australia,Bachelor’s degree,6.0,99099.0
Spain,Bachelor’s degree,4.0,29000.0
United States of America,Less than a Bachelor’s degree,3.0,100000.0
Canada,Master’s degree,3.0,58154.0
Ukraine,Master’s degree,7.0,48787.0
United States of America,Less than a Bachelor’s degree,20.0,160000.0
United States of America,Bachelor’s degree,7.0,120000.0
Italy,Bachelor’s degree,7.0,75184.0
Brazil,Less than a Bachelor’s degree,6.0,17903.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,191608.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,25.0,70063.0
India,Bachelor’s degree,2.0,10767.0
Spain,Post grad,4.0,35444.0
Canada,Less than a Bachelor’s degree,33.0,42752.0
United States of America,Master’s degree,17.0,151860.0
Czech Republic,Master’s degree,10.0,78023.0
United States of America,Bachelor’s degree,12.0,250000.0
United States of America,Bachelor’s degree,0.5,91000.0
Ukraine,Master’s degree,6.0,60192.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,2.0,57325.0
United States of America,Post grad,12.0,150000.0
Germany,Master’s degree,2.0,63370.0
United States of America,Master’s degree,39.0,175000.0
United States of America,Bachelor’s degree,3.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,20.0,95541.0
United States of America,Bachelor’s degree,3.0,66000.0
Italy,Master’s degree,7.0,71962.0
Austria,Master’s degree,12.0,85925.0
United States of America,Less than a Bachelor’s degree,24.0,210000.0
Netherlands,Bachelor’s degree,9.0,19333.0
Ukraine,Master’s degree,5.0,70000.0
Mexico,Master’s degree,6.0,21564.0
France,Less than a Bachelor’s degree,5.0,47267.0
Canada,Less than a Bachelor’s degree,10.0,145386.0
Ireland,Bachelor’s degree,13.0,60147.0
Brazil,Bachelor’s degree,9.0,33941.0
United States of America,Bachelor’s degree,12.0,100000.0
United States of America,Bachelor’s degree,13.0,157000.0
United States of America,Bachelor’s degree,13.0,214000.0
Russian Federation,Post grad,14.0,78431.0
United States of America,Bachelor’s degree,20.0,210000.0
United States of America,Bachelor’s degree,5.0,100000.0
Brazil,Master’s degree,12.0,69000.0
France,Master’s degree,3.0,53869.0
Switzerland,Bachelor’s degree,24.0,167125.0
United States of America,Less than a Bachelor’s degree,7.0,75000.0
Turkey,Bachelor’s degree,4.0,12984.0
Canada,Less than a Bachelor’s degree,27.0,79962.0
United States of America,Bachelor’s degree,5.0,130000.0
United States of America,Bachelor’s degree,10.0,120000.0
India,Bachelor’s degree,7.0,25123.0
Norway,Bachelor’s degree,12.0,70193.0
Canada,Bachelor’s degree,25.0,130847.0
Germany,Master’s degree,18.0,128887.0
United States of America,Master’s degree,16.0,205000.0
Germany,Master’s degree,9.0,96666.0
France,Master’s degree,10.0,57999.0
Norway,Less than a Bachelor’s degree,5.0,74873.0
United States of America,Master’s degree,5.0,80000.0
United States of America,Post grad,6.0,120000.0
France,Less than a Bachelor’s degree,16.0,53703.0
Poland,Bachelor’s degree,6.0,58000.0
United States of America,Bachelor’s degree,2.0,130000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,78980.0
South Africa,Less than a Bachelor’s degree,18.0,69951.0
Ukraine,Master’s degree,14.0,53703.0
India,Bachelor’s degree,10.0,31105.0
Netherlands,Master’s degree,6.0,66592.0
Denmark,Master’s degree,23.0,138242.0
Ukraine,Less than a Bachelor’s degree,13.0,16045.0
Germany,Post grad,5.0,107406.0
Canada,Master’s degree,35.0,90866.0
Ukraine,Bachelor’s degree,3.0,27251.0
Canada,Bachelor’s degree,8.0,109039.0
United States of America,Bachelor’s degree,25.0,80000.0
Germany,Less than a Bachelor’s degree,7.0,42962.0
Brazil,Bachelor’s degree,8.0,37297.0
Germany,Less than a Bachelor’s degree,7.0,77332.0
Ukraine,Less than a Bachelor’s degree,7.0,60000.0
Ukraine,Bachelor’s degree,17.0,50000.0
United States of America,Bachelor’s degree,12.0,130000.0
United States of America,Bachelor’s degree,8.0,90000.0
Sweden,Bachelor’s degree,2.0,52461.0
United States of America,Bachelor’s degree,7.0,140000.0
United States of America,Bachelor’s degree,23.0,150000.0
United States of America,Bachelor’s degree,8.0,100000.0
United States of America,Bachelor’s degree,10.0,120000.0
India,Bachelor’s degree,5.0,17945.0
France,Post grad,19.0,103110.0
United States of America,Bachelor’s degree,15.0,140000.0
United States of America,Less than a Bachelor’s degree,3.0,140000.0
Canada,Less than a Bachelor’s degree,27.0,73420.0
India,Bachelor’s degree,8.0,28712.0
France,Master’s degree,8.0,55851.0
United States of America,Bachelor’s degree,7.0,126000.0
United States of America,Master’s degree,8.0,136000.0
France,Master’s degree,16.0,74647.0
Ukraine,Master’s degree,5.0,61710.0
Canada,Post grad,14.0,166467.0
India,Master’s degree,1.0,14356.0
Brazil,Less than a Bachelor’s degree,17.0,82000.0
United States of America,Less than a Bachelor’s degree,3.0,112860.0
Germany,Master’s degree,16.0,70888.0
Spain,Bachelor’s degree,9.0,35444.0
India,Bachelor’s degree,17.0,47854.0
Ukraine,Master’s degree,9.0,69905.0
Brazil,Bachelor’s degree,15.0,16784.0
Canada,Bachelor’s degree,15.0,87231.0
Switzerland,Bachelor’s degree,16.0,133700.0
Ukraine,Master’s degree,5.0,74052.0
Brazil,Less than a Bachelor’s degree,2.0,12588.0
United States of America,Bachelor’s degree,36.0,230000.0
United States of America,Bachelor’s degree,10.0,180000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,12.0,64968.0
Poland,Master’s degree,4.0,91314.0
India,Bachelor’s degree,10.0,95708.0
South Africa,Bachelor’s degree,16.0,29595.0
United States of America,Master’s degree,11.0,126047.0
Canada,Master’s degree,17.0,66877.0
Germany,Master’s degree,6.0,66592.0
